REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
62,2024,02,4,24,0,03,6,1,6,0,,1,1,2,3,15,07,34,,,,,,,,,,,,,,,,70,,,,,,,,,4,09,3,1,,,,,,,,,,1,16,1,126
63,2024,02,1,35,3,04,,2,1,5,1,,,2,3,15,07,33,,,,80,80,2,80,80,0,,0,0,0,2,17,,2500,1,1,3,3,,,,,,,,,,,,,,,,,1,03,1,523
64,2024,02,4,59,9,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,521
65,2024,02,3,35,0,03,6,1,2,5,,1,1,1,3,18,03,13,,,,,,,,,,,,,,,,30,,,,,,15,2,1,4,09,5,2,1,1,,,,,1,,,1,08,,443
66,2024,02,1,48,8,03,5,1,6,4,1,,,2,1,12,02,05,,,,363,363,1,363,363,0,,0,0,0,,170,,8522,3,1,4,4,,,,,,,,,,,,,,,,,1,18,,847
67,2024,02,1,24,2,09,,2,3,4,1,,,1,3,17,02,07,,,,350,350,1,350,350,0,,0,0,0,,240,,2638,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,981
68,2024,02,4,35,0,02,3,2,6,3,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,185
69,2024,02,1,10,0,09,,1,2,6,1,,,3,3,09,01,03,,,,700,700,1,700,700,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,01,,38
70,2024,02,4,10,0,12,,1,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,11,,138
71,2024,02,4,24,0,03,6,2,2,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,1,06,1,170
72,2024,02,1,35,4,10,,1,1,2,1,,,4,2,11,08,36,,,,450,400,1,450,400,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,18,,332
73,2024,02,4,35,4,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,,,,,,11,,211
74,2024,02,4,48,7,06,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,1,06,2,703
75,2024,02,4,35,0,12,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,18,,227
76,2024,02,1,35,0,12,,1,1,5,1,,,6,3,01,01,04,,,,650,600,1,650,600,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,02,,75
77,2024,02,4,10,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,138
78,2024,02,3,59,0,03,5,2,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,99,7,2,,,24,2,,1,,,,,2,,,1,01,,227
79,2024,02,4,48,8,12,,1,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,449
80,2024,02,1,48,0,06,,2,6,4,1,,,1,3,21,02,07,,,,375,375,1,375,375,0,,0,0,0,,10,,3568,1,1,1,1,,,,,,,,,,,,,,,,,1,01,,538
81,2024,02,4,35,0,05,,2,6,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,01,,471
82,2024,02,2,10,0,03,6,1,2,5,1,,,2,3,04,03,12,3,4,1,420,0,1,420,0,,,,,,,33,,4505,3,1,4,4,,,,,,,,,,,,,,,,,1,02,,69
83,2024,02,1,13,0,08,,1,6,4,1,,,2,3,19,07,34,,,,400,400,1,400,400,0,,0,0,0,,16,,1535,1,1,2,4,,,,,,,,,,,,,,,,,1,01,,89
84,2024,02,1,24,0,04,,2,2,5,1,,,2,3,14,02,06,,,,400,400,1,400,400,0,,0,0,0,,48,,2644,3,1,1,2,,,,,,,,,,,,,,,,,1,03,1,202
85,2024,02,4,35,4,06,,2,1,4,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,2,,1,06,2,526
86,2024,02,1,59,9,06,,1,1,5,1,,,1,2,16,05,20,,,,375,375,1,375,375,0,,0,0,0,,174,,3077,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,1118
87,2024,02,4,12,0,12,,2,5,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,01,,104
88,2024,02,4,35,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,05,,91
89,2024,02,1,12,0,04,,1,6,4,1,,,2,3,03,08,35,,,,400,400,1,400,400,0,,0,0,0,,42,,1900,3,1,1,4,,,,,,,,,,,,,,,,,1,01,,247
90,2024,02,1,35,0,11,,1,4,4,1,,,2,3,07,08,35,,,,400,400,1,400,400,80,1,80,0,80,,240,,4444,1,1,4,4,,,,,,,,,,,,,,,,,,18,,251
91,2024,02,4,35,4,12,,2,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,10,,215
92,2024,02,4,13,0,10,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,1,08,,142
93,2024,02,1,47,0,02,4,1,6,3,1,,,2,2,19,07,34,,,,200,200,2,200,200,0,,0,0,0,4,18,,1921,3,1,4,4,,,,,,,,,,,,,,,,,2,04,,152
94,2024,02,4,35,3,01,2,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,556
95,2024,02,4,24,1,11,,2,5,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,01,,247
96,2024,02,1,35,0,02,4,1,6,6,1,,,2,1,04,03,11,,,,400,400,1,400,400,0,,0,0,0,,5,,4086,3,3,4,4,,,,,,,,,,,,,,,,,1,01,,397
97,2024,02,4,46,6,12,,2,1,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,153
98,2024,02,1,35,0,03,6,1,6,5,1,,,2,1,07,10,42,,,,480,480,1,480,480,0,,0,0,0,,25,,2400,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,274
99,2024,02,4,48,7,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,607
100,2024,02,1,35,0,04,,1,6,5,1,,,1,3,21,01,02,,,,350,350,1,350,350,0,,0,0,0,,106,,4071,3,1,3,3,,,,,,,,,,,,,,,,,1,18,,353
101,2024,02,1,47,0,10,,2,1,4,1,,,1,2,17,04,16,,,,400,400,1,400,400,0,,0,0,0,,57,,4500,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,176
102,2024,02,1,24,2,03,6,2,1,5,1,,,2,1,09,07,31,,,,400,400,1,400,400,0,,0,0,0,,18,,2788,3,1,1,3,,,,,,,,,,,,,,,,,1,02,,1131
103,2024,02,4,10,0,12,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,38
104,2024,02,3,35,0,08,,1,5,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,12,4,1,,,16,2,1,1,,1,1,1,1,,,1,01,,146
105,2024,02,4,13,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,11,,71
106,2024,02,4,24,2,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,11,,216
107,2024,02,4,24,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,08,,382
108,2024,02,4,24,0,01,2,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,419
109,2024,02,4,47,0,09,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,1,,1,08,,88
110,2024,02,1,11,0,07,,1,1,2,1,,,1,3,16,01,02,,,,375,415,1,375,415,0,,0,40,40,,240,,3533,1,1,2,4,,,,,,,,,,,,,,,,,1,03,3,46
111,2024,02,4,13,0,12,,2,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,,,,,,,,,11,,139
112,2024,02,4,10,0,11,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,11,,117
113,2024,02,1,35,0,06,,1,6,4,1,,,2,3,10,03,13,,,,400,400,1,400,400,0,,0,0,0,,24,,3197,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,127
114,2024,02,4,35,4,01,2,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,216
115,2024,02,1,13,0,04,,1,6,4,1,,,2,3,18,06,27,,,,375,375,1,375,375,0,,0,0,0,,82,,3333,1,1,2,4,,,,,,,,,,,,,,,,,1,02,,225
116,2024,02,1,47,0,03,5,2,6,4,1,,,2,3,10,07,33,,,,400,400,1,400,400,0,,0,0,0,,41,,2600,3,1,1,3,,,,,,,,,,,,,,,,,1,18,,211
117,2024,02,1,35,5,12,,2,1,5,1,,,1,3,21,05,26,,,,100,100,2,100,100,0,,0,0,0,5,90,,2000,3,2,4,4,,,,,,,,,,,,,,,,,,02,,191
118,2024,02,1,24,1,07,,1,6,4,1,,,4,3,09,07,33,,,,700,350,1,700,350,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,1,01,,329
119,2024,02,2,35,0,09,,1,1,4,1,,,1,3,21,05,23,1,3,1,400,0,1,400,0,,,,,,,206,,5000,1,1,2,3,,,,,,,,,,,,,,,,,1,02,,302
120,2024,02,4,47,0,12,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,91
121,2024,02,1,47,0,05,,2,6,4,1,,,1,3,16,02,07,,,,375,375,1,375,375,0,,0,0,0,,218,,3156,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,313
122,2024,02,2,59,0,11,,1,2,6,1,,,3,2,02,09,39,0,12,2,700,0,1,700,0,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,02,,133
123,2024,02,1,59,0,02,4,1,6,4,1,,,2,3,06,08,35,,,,400,400,1,400,400,0,,0,0,0,,54,,3000,3,1,1,1,,,,,,,,,,,,,,,,,1,04,,185
124,2024,02,4,48,7,05,,1,6,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,1,05,,824
125,2024,02,4,48,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,11,,123
126,2024,02,1,35,0,09,,2,1,6,1,,,2,3,07,02,08,,,,395,395,1,395,395,0,,0,0,0,,34,,2800,3,1,3,3,,,,,,,,,,,,,,,,,1,04,4,422
127,2024,02,3,35,3,05,,1,4,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,99,4,2,,,54,2,,,1,1,1,,1,,,1,01,,597
128,2024,02,1,48,0,05,,2,1,5,1,,,1,3,16,05,20,,,,200,200,2,200,200,0,,0,0,0,2,162,,2885,3,3,2,3,,,,,,,,,,,,,,,,,1,03,2,396
129,2024,02,2,24,2,05,,2,2,2,1,,,2,3,10,07,34,1,6,2,320,0,1,320,0,,,,,,,80,,1600,3,1,1,3,,,,,,,,,,,,,,,,,1,03,2,266
130,2024,02,4,35,0,02,3,2,6,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,2,15,,614
131,2024,02,1,35,0,08,,1,2,5,1,,,2,3,07,10,42,,,,400,440,1,400,440,80,1,120,0,120,,240,,4200,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,415
132,2024,02,1,47,0,07,,2,1,4,1,,,4,3,17,04,14,,,,400,400,1,400,400,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,1,03,3,120
133,2024,02,1,35,0,10,,1,2,4,1,,,2,2,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,85,,3000,3,1,1,1,,,,,,,,,,,,,,,,,1,05,,128
134,2024,02,4,59,9,10,,2,2,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,1,11,,773
135,2024,02,1,35,0,05,,1,6,4,1,,,1,3,11,08,37,,,,400,450,1,400,450,0,,50,0,50,,129,,2900,1,1,1,4,,,,,,,,,,,,,,,,,1,01,,349
136,2024,02,1,59,9,06,,1,1,5,1,,,2,1,19,07,32,,,,400,400,1,400,400,0,,0,0,0,,12,,2596,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,239
137,2024,02,1,11,0,09,,1,5,4,1,,,2,3,11,08,38,,,,400,400,1,400,400,0,,0,0,0,,101,,2100,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,41
138,2024,02,4,10,0,09,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,1,,1,08,,51
139,2024,02,3,48,8,04,,2,1,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,,,71,2,,1,,,,,1,,,1,06,1,658
140,2024,02,1,59,9,08,,1,5,2,1,,,2,2,08,10,42,,,,400,400,1,400,400,0,,0,0,0,,13,,2000,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,382
141,2024,02,4,24,0,12,,1,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,01,,163
142,2024,02,1,13,0,06,,1,2,3,1,,,2,3,06,08,35,,,,450,450,1,450,450,0,,0,0,0,,35,,3150,3,1,2,2,,,,,,,,,,,,,,,,,1,03,2,86
143,2024,02,1,35,5,08,,1,1,2,1,,,2,3,17,04,17,,,,300,270,1,300,270,0,,0,0,0,,4,,2150,3,4,2,2,,,,,,,,,,,,,,,,,1,02,,160
144,2024,02,3,35,5,02,4,1,1,4,,1,1,2,3,06,08,35,,,,,,,,,,,,,,,,67,,,,,,,8,3,4,10,1,2,,,,,,,,,,1,10,,308
145,2024,02,2,46,0,04,,1,1,4,1,,,2,3,11,08,36,2,19,2,480,0,1,480,0,,,,,,,71,,3806,1,1,2,4,,,,,,,,,,,,,,,,,1,03,1,93
146,2024,02,1,48,7,07,,1,2,5,1,,,2,3,14,02,06,,,,400,400,1,400,400,0,,0,0,0,,9,,4327,3,1,1,1,,,,,,,,,,,,,,,,,1,03,2,652
147,2024,02,1,13,0,08,,1,5,4,1,,,1,3,17,04,17,,,,400,400,1,400,400,0,,0,0,0,,240,,3300,1,1,2,4,,,,,,,,,,,,,,,,,1,01,,61
148,2024,02,4,46,0,07,,2,1,5,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,1,06,2,61
149,2024,02,4,48,8,10,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,05,,309
